trial_nr,protocol,article_id,title,web_url,protocol_published_original_column,study_type_pilot,pooled_analysis,post_hoc_secondary_analysis,discipline,continent,sample_size,cci_mismatch_analysis,cd_cci_reported_in_results,cci_modification,specification_of_modification,primary_outcome_significant,statistically_significant_difference_for_cci,between_group_difference_of_cci_12,between_group_difference_of_cci,mean_or_median_used,significance_considered,conclusion_of_authors,protocol_published,study_must_be_excluded,exclusion_reason,comments,comments_2,doi,publication_year,cci_ep,cci_1st_ep,cci_2nd_ep,cci_expl_ep,ss_calculation,cci_used_for_ss_calculation,specification_of_ss_calculation,study_type_mentioned,type_of_study_sup_non_inf,non_inf_margin,definition_of_non_inf_margin
NCT04122261,Publication,1155,"Micro-Hand Robot-Assisted Versus da Vinci Robot-Assisted Cholecystectomy: A Multi-centre, Randomized Controlled Trial",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134516664&doi=10.1007%2fs00268-022-06668-w&partnerID=40&md5=a8e42cc1873f48a5c6e3911c4e550fa7,NA,Not pilot study,No,No,Abdominal Surgery,Asia,168,NA,Yes,No,na,Yes,No,No,0.01,Mean,NA,NA,"No protocol,registry",No,NA, , ,10.1007/s00268-022-06668-w,2022,CCI non-primary endpoint,No,Yes,No,Yes,No,"The sample size required was calculated by statistical requirements. A non-inferiority trial of the control was adopted in this study with α = 0.025 (one-sided), β = 0.2 (power of test: 80%), and non-inferiority margin = 10%. Cases in both groups were equally proportioned. Considering that the drop-out rate of subjects was about 10% during the experiment, we enrolled 84 cases for experimental and 84 cases as controls—a total of 168 cases.",Yes,Non-inferiority trial (explicited),No,NA
NCT03587519,Publication,1273,High Complication Rate After Early Ileostomy Closure: Early Termination of the Short Versus Long Interval to Loop Ileostomy Reversal After Pouch Surgery Randomized Trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139109566&doi=10.1097%2fDCR.0000000000002427&partnerID=40&md5=9a324e3f3c728ff1bebeeb1272e57fbf,NA,Not pilot study,No,No,Abdominal Surgery,North America,22,NA,Yes,No,na,Yes,Yes,Yes,14.8,Median,Statistical significance,Neutral,Protocol published,No,NA, ,NA,10.1097/DCR.0000000000002427,2023,CCI primary endpoint,Yes,No,No,Yes,Yes,"Study data were recorded in a shared, secure, electronic, REDCap database. The trial sample size calculation was based on our intention to use median CCI to quantify and estimate the severity of postoperative complications in the EC and LC groups.32,33 Assuming 80% power, a medium effect size of 0.5, and an α = 0.05 level of significance, our trial would need about 63 to 76 patients per group, or a total of 126 to 152 patients. Criteria for preterm stoppage were not established before trial commencement. The data were analyzed using Stata 16.1 (Stata Corp, College Station, TX). A Kruskal-Wallis test was used for continuous variables and the χ2 test for categorical variables. A p value of",No,Not mentioned,NA,NA
NCT03460938,Publication,1399,The effect of remote ischaemic preconditioning on postoperative cardiac and inflammatory biomarkers in pancreatic surgery: A randomized controlled trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105696987&doi=10.1093%2fbjsopen%2fzrab015&partnerID=40&md5=2bcf3dbd29daa02055a5240b234b91bd,NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,92,NA,NA,No,na,No,No,No,3.2,Median,NA,NA,"No protocol,registry",No,NA, , ,10.1093/bjsopen/zrab015,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"Based on prior study at this institution on the association between postoperative hs-cTnT levels and complications in patients undergoing pancreatic resection (mean(s.d.) peak postoperative hs-cTnT 24(20) ng/l) it was hypothesized that two groups of 45 patients were required to yield an 80 per cent power and a significance level of 0.05, to demonstrate a 50 per cent reduction in peak hs-cTnT concentration compared to the control group, on the basis that such a reduction would result in a cardiac troponin (cTn) concentration of less than 0.014 ng/l, the diagnostic cut off for the cTn assay1.",No,Not mentioned,NA,NA
na,Publication,1469,Open versus minimally invasive total gastrectomy after neoadjuvant chemotherapy: results of a European randomized trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088858027&doi=10.1007%2fs10120-020-01109-w&partnerID=40&md5=a7ca00cd0f04b8b6168431fbe9b8b9d6,NA,Not pilot study,No,No,Abdominal Surgery,Europe,110,NA,NA,No,1,Yes,No,No,5.32,Median,NA,NA,Protocol published,No,NA, , ,10.1007/s10120-020-01109-w,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"The sample size was calculated based on two previous studies. The first sample size was based on the Dutch cancer registry of 2013, with a median yield of 19 lymph nodes, for non-inferiority with a power of 90% and one-sided t test with a significance level (α) of 0.05 and a non-inferiority margin of − 4, a total of 66 patients per group were deemed necessary [19, 20].

The second sample size was based on a large western study regarding patients that underwent gastrectomy for cancer with curative intent and described lymph node yield following neoadjuvant therapy in a Western population [21]. For a non-inferiority test with 90% power, and one-sided t test with a significance level (α) of 0.05, a standard deviation of 7.8 and non-inferiority margin of − 5 a total of 48 patients per group were to be included. Although the second sample size was more in fit with the study, we were confident that we could reach our first sample size. Accrual started according to the expected scheme, but accrual was slow. Based on the advice of the statistician and medical ethical review board, the research group decided to reassess the sample size.

The main reason for this slow accrual was a large group of patients that did not meet the inclusion criteria, mainly patients were not deemed fit enough for neoadjuvant chemotherapy.",Yes,Non-inferiority trial (explicited),Yes,"for non-inferiority with a power of 90% and one-sided t test with a significance level (α) of 0.05 and a non-inferiority margin of − 4, a total of 66 patients per group were deemed necessary [19, 20].For a non-inferiority test with 90% power, and one-sided t test with a significance level (α) of 0.05, a standard deviation of 7.8 and non-inferiority margin of − 5 a total of 48 patients per group were to be included. Although the second sample size was more in fit with the study, we were confident that we could reach our first sample size. Accrual started according to the expected scheme, but accrual was slow. Based on the advice of the statistician and medical ethical review board, the research group decided to reassess the sample size."
 UMIN000007426,Publication,1614,Randomized clinical trial of duct-to-mucosa pancreaticogastrostomy versus handsewn closure after distal pancreatectomy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010716489&doi=10.1002%2fbjs.10458&partnerID=40&md5=48c7edc01771d7fac2cc09f8a7a120d8,NA,Not pilot study,No,No,Abdominal Surgery,Asia,80,NA,NA,No,1,No,No,No,0.3,Mean,NA,NA,"No protocol,registry",No,NA, , ,10.1002/bjs.10458,2017,CCI non-primary endpoint,No,Yes,No,Yes,No,"The sample size was determined based on the clinical POPF rate. Previous unpublished data from the authors' institution showed that the incidence of clinical POPF formation was 30 per cent after handsewn closure of the remnant pancreas. It was suggested that duct-to-mucosa pancreaticogastrostomy of the remnant stump could decrease the incidence of clinical POPF from 30 to 5 per cent, based on previous findings19,27. Some 72 patients would provide 0·80 power to detect this 25-percentage point decrease using a two-tailed, pooled Z-test conducted at a 0·05 significance level. Assuming that 10 per cent of patients might be excluded during surgery, it was planned to recruit 80 patients undergoing distal pancreatectomy into the trial.

Unless indicated otherwise, continuous variables are expressed as mean(s.d.), with comparison of means between groups using an unpaired t test. Differences in means were calculated as the mean for the duct-to-mucosa pancreaticogastrostomy (treatment) group minus the mean for the handsewn closure (control) group, with 95 per cent confidence intervals. For categorical variables, proportions were compared between the two groups using the Pearson χ2 test for equal proportions. Odds ratios (ORs) for treatment versus control were calculated, with 95 per cent confidence intervals. Data were analysed per-protocol and by intention to treat for the primary endpoint. Analysis for the primary endpoint was adjusted for centre as co-variable in a logistic regression model. All tests were two-tailed and P < 0·050 was taken as significant. All analyses were done using JMP® version 11 (SAS Institute, Cary, North Carolina, USA).",No,Not mentioned,NA,NA
NCT05020379,Publication,1810,Efficacy of the Erector Spinae Plane Block for Quality of Recovery in Bariatric Surgery: a Randomized Controlled Trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165465257&doi=10.1007%2fs11695-023-06748-3&partnerID=40&md5=6799d08f5dcc074b2fd47c2354fef2ee,NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,84,NA,NA,Yes,"only CCI reported, technically CDC was used then…",Yes,No,NA,NA,NA,NA,NA,"No protocol,registry",No,NA,"only CCI reported, but for CCI CDC had to be used, even if not reported -> incorrect, incomplete?", ,10.1007/s11695-023-06748-3,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"In our study, a statistically significant increase was found in QoR-40 scores in group E. ESPB improved the quality of recovery. This increase provided the minimum difference that is necessary for clinical improvement [26], but did not provide the necessary increase for significant clinical improvement. We calculated our sample size compared to similar studies [15, 24, 25], for the 10-point difference [21], which indicates a significant clinical improvement in anesthesia quality and postoperative recovery. There was no difference of 10 points. The difference between the groups in terms of the QoR-40 score was found to be 7.24. The high number of females in the present study [27] and the higher QoR-40 score of the control group in the preoperative period might be the reason why the difference of 10 points could not be reached.",No,Not mentioned,NA,NA
NCT02775227,Publication,1995,Effect of Hydrocortisone vs Pasireotide on Pancreatic Surgery Complications in Patients with High Risk of Pancreatic Fistula: A Randomized Clinical Trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079238339&doi=10.1001%2fjamasurg.2019.6019&partnerID=40&md5=5f2f0a65edf346bbc09bf83eceacaac8,NA,Not pilot study,No,No,Abdominal Surgery,Europe,168,NA,Yes,No,na,No,No,No,6.16,Mean,NA,NA,Protocol published,No,NA, ,NA,10.1001/jamasurg.2019.6019,2020,CCI primary endpoint,Yes,No,No,Yes,Yes,"We chose the CCI as the primary outcome because it is based on the established Clavien-Dindo classification system but takes into account all cumulative complications and is thus more sensitive indicator of overall complication burden. We setthenoninferioritylimitat9points,becausea10-pointdifference reflects 1 Clavien-Dindo grade difference in complication burden.19 We aimed to show that the CCI score in the hydrocortisonegroupwouldnotbemorethan9pointshigher than the score in the pasireotide group. Based on published data,weassumedtheSDtobe20.19Wecalculatedthat124patients were needed to shownoninferiority of hydrocortisone with 80%poweranda1-sidedαlevelof.05. Noninferioritywastestedbythelowerlimitofthe90%CI of the meandifference (equivalent of the 95% CI of a 1-sided test). If the lower limit of the CCI mean difference 90% CI is lowerthan–9,noninferiorityisnotmet.T",Yes,Non-inferiority trial (explicited),Yes,"9 CCI-points, because 10 point difference reflects CD grade 1."
NCT02550769,Publication,2879,"Transanal versus laparoscopic total mesorectal excision for mid and low rectal cancer (Ta-LaTME study): multicentre, randomized, open-label trial",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146140015&doi=10.1093%2fbjs%2fznac324&partnerID=40&md5=f3830c24472416ecb3ab60f4cbc07295,NA,Not pilot study,No,No,Abdominal Surgery,Europe,16,NA,Yes,No,na,Yes,No,No,0,Median,NA,NA,Protocol published,No,NA, , ,10.1093/bjs/znac324,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"The sample size was calculated with conversion to open/transanal surgery as the primary variable. Provision was made for a conversion rate of 20 per cent in the LaTME group2 and 5 per cent in the laparoscopic TaTME group, with an α risk of 0.05 and a 1 – β risk of 0.9. The estimated number needed was 53 patients per group. With an estimated loss of 10 per cent, the final number to be recruited was 116 patients.",No,Not mentioned,NA,NA
NCT01308191,Publication,2882,"Short-term outcomes of chemoradiotherapy and local excision versus total mesorectal excision in T2-T3ab,N0,M0 rectal cancer: a multicentre randomised, controlled, phase III trial (the TAU-TEM study)",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143549041&doi=10.1016%2fj.annonc.2022.09.160&partnerID=40&md5=5113b5ec2a71357d64d56be4edbe2a6d,NA,Not pilot study,No,No,Abdominal Surgery,Europe,173,NA,NA,No,na,Yes,Yes,No,8.7,Median,NA,NA,Protocol published,No,NA,primary outcome not reported in the results, ,10.1016/j.annonc.2022.09.160,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"With a one-tailed significance level of 5%, a power of 80% and assuming a non-recurrence rate of 95% in the control group (TME) and a non-inferiority limit of 10% for the experimental group (TEM), 78 patients were needed in each group. With the estimation of 10% of possible losses, the total number of patients was 173. Sample size estimate has been calculated based on data similar to those calculated in the study by Garcia-Aguilar et al.15",Yes,Non-inferiority trial (explicited),No,NA
NCT01317342,Publication,3010,A multicenter randomized-controlled trial of hypothermic oxygenated perfusion (HOPE) for human liver grafts before transplantation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148722667&doi=10.1016%2fj.jhep.2022.12.030&partnerID=40&md5=0bce3f8477110ecb8430364a6f23e6af,NA,Not pilot study,No,No,Abdominal Surgery,Europe,177,"proportion of patients with at least one Clavien ≥IIIa complication, and it  did not significantly differ. CCI of all complications was also not significantly different between study groups",NA,No,no grade subtype grade 4,No,No,No,NA,Median,NA,NA,Protocol unpublished,No,NA, , ,10.1016/j.jhep.2022.12.030,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"The trial was powered to detect a clinically relevant difference in the incidence of major complications, e.g. an absolute risk difference of 25% in the incidence of at least one Clavien ≥III complication by the treatment of liver grafts with HOPE. This calculation was based on initial data from the first clinical series on hypothermic liver perfusion,17 which showed a significantly decreased hospital stay by machine liver perfusion (10.9 vs. 15.3 days, p = 0.006, 29% less), and reduced early graft dysfunction (5 vs. 25%). It was assumed that the proportion of patients with at least one ≥grade III complication within 1 year will decrease from 60% in the control group to 35% in the HOPE group. For the sample size calculation, to achieve a power of 90%, a significance level of 0.05 was considered for a two-sided z-test with pooled variance.18 This resulted in a sample size of 82 per arm, 164 in total. The sample size was then increased to 85 per arm, 170 in total, to account for expected dropouts after transplantation.",No,Not mentioned,NA,NA
